lottery_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33
5136,1,4,6,2,1,9,3,10,6,4,5,5,1,1,1,1,13,1,10,6,1,17,8,5,1,2,1,11,4,2,11,11,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
5137,2,5,1,3,1,10,4,11,1,5,6,6,2,1,1,1,14,1,11,7,2,18,1,6,1,3,1,12,5,3,12,12,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5138,3,6,1,1,1,1,5,12,1,6,1,7,3,2,1,2,15,2,12,1,3,1,1,7,1,4,2,13,6,4,13,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
5139,4,1,1,5,1,1,1,13,2,7,1,8,4,3,2,3,16,3,13,1,4,1,1,8,2,5,3,14,7,5,14,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,5,1,2,1,2,1,1,1,3,8,2,1,5,4,3,4,1,4,14,1,5,2,1,9,3,6,4,15,8,6,15,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,6,1,1,1,1,1,1,1,4,9,3,1,6,5,4,1,1,5,1,2,6,3,2,10,4,7,5,16,9,7,16,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5142,7,3,1,2,1,2,1,1,5,1,4,1,7,6,5,1,1,6,1,3,7,1,3,11,5,8,6,17,1,8,17,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5143,8,4,1,3,2,3,1,2,6,1,5,1,8,7,1,2,1,7,2,1,8,1,4,12,6,9,7,18,1,9,18,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5144,1,5,1,1,3,4,2,1,7,1,6,2,9,1,1,3,1,8,1,1,9,2,5,13,7,10,1,19,2,10,19,1,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5145,1,6,1,5,4,5,1,1,8,2,7,3,10,1,1,4,1,9,1,1,10,3,6,14,8,11,1,1,3,11,20,2,6,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
5146,2,7,1,6,1,1,1,1,1,3,1,4,11,2,2,5,1,10,1,1,11,4,7,1,9,12,2,1,4,12,21,3,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5147,3,8,2,7,6,1,1,2,10,4,1,5,12,3,1,6,2,11,1,1,12,5,8,1,10,13,1,1,5,1,22,4,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5148,4,9,1,8,7,1,1,3,11,5,2,6,1,4,1,7,1,12,2,2,13,6,1,1,11,14,1,1,1,1,23,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
5149,5,10,1,9,8,2,2,4,12,6,1,7,14,5,1,1,1,13,3,3,1,7,1,1,1,15,2,2,1,2,24,1,10,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,6,11,1,10,9,3,1,5,13,1,1,8,15,1,2,1,2,1,4,1,1,8,1,2,1,16,3,3,2,3,25,1,11,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5151,7,12,1,1,10,4,1,6,14,1,1,1,1,1,3,2,3,1,1,1,2,9,2,3,2,17,4,4,3,1,26,2,12,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5152,1,13,2,1,1,5,2,7,15,2,1,1,1,1,4,3,4,2,1,2,1,10,3,4,3,18,1,5,4,1,27,3,13,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
5153,1,14,1,1,1,1,1,1,16,3,2,1,2,1,5,4,5,3,2,3,1,11,4,5,4,1,1,6,1,2,28,4,14,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6001,1,15,4,1,1,7,1,9,17,4,3,1,3,2,1,5,6,4,1,4,1,12,5,6,5,1,2,1,1,3,29,5,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
6002,1,16,5,2,2,8,1,10,18,5,4,1,1,3,1,1,7,5,1,5,1,13,6,7,6,1,3,1,2,4,30,6,16,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6003,2,1,6,1,1,1,1,11,19,6,5,2,1,4,2,1,8,6,2,1,1,14,7,8,7,1,4,1,3,5,1,7,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6004,3,1,7,1,1,1,2,1,20,7,6,3,2,5,3,1,1,7,3,1,2,15,8,9,8,2,1,1,4,6,1,8,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
6005,4,1,1,1,2,2,3,1,21,8,7,4,3,6,4,2,1,8,1,1,3,16,9,1,9,1,1,1,5,7,1,9,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
6006,5,3,1,2,3,3,4,1,22,9,8,5,4,7,5,3,2,9,1,1,1,1,1,1,10,1,1,2,6,8,2,1,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
6007,6,4,2,1,4,4,5,1,23,1,9,6,5,8,6,1,3,1,2,2,1,1,1,2,11,1,1,3,7,9,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6008,7,5,1,1,1,5,6,2,1,11,10,7,6,9,7,1,4,1,3,3,2,2,2,3,12,2,1,1,8,10,4,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6009,8,6,1,2,1,1,1,1,1,12,1,8,7,10,8,2,5,1,4,1,3,3,3,4,13,1,2,1,9,1,5,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6010,9,7,2,1,1,1,8,1,2,13,12,1,8,11,9,3,6,2,1,1,4,4,4,5,14,1,1,2,1,1,6,2,3,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6011,10,8,1,1,1,1,1,1,3,14,13,1,9,1,10,4,7,3,1,2,5,5,5,6,15,2,1,3,1,2,1,3,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6012,11,9,4,2,1,2,1,1,1,15,1,2,1,1,11,5,8,4,2,3,6,6,6,7,16,3,1,4,2,3,1,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6013,1,10,5,3,1,1,2,2,1,16,1,1,1,2,12,1,9,5,3,4,1,7,7,8,17,4,1,5,3,4,1,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
6014,1,11,6,1,1,1,3,3,2,17,2,1,2,1,13,1,10,6,4,5,1,8,8,9,18,1,2,6,1,5,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6015,2,1,1,5,2,1,4,4,1,18,3,2,3,1,1,2,11,7,5,6,2,9,9,10,19,1,3,7,1,6,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6016,1,1,1,6,3,2,1,5,1,19,4,3,1,2,1,3,1,8,6,7,3,10,1,11,20,2,4,8,1,1,4,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6017,1,1,1,1,4,3,1,1,2,20,5,4,1,3,2,4,1,9,7,8,4,11,1,12,21,3,5,9,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6018,1,3,1,1,1,4,2,1,3,21,6,5,1,1,3,5,1,10,8,9,5,12,2,1,22,1,6,10,3,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6019,1,4,2,1,6,1,3,2,4,22,7,6,1,1,4,6,1,11,9,10,6,1,3,1,23,1,7,11,4,3,2,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6020,2,5,1,1,1,1,4,3,1,23,8,7,1,2,5,7,2,12,10,11,1,1,1,2,24,1,8,12,1,4,3,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
6021,1,1,4,2,1,2,5,4,1,24,9,8,2,3,6,8,3,13,11,1,1,1,1,3,1,1,9,13,1,5,4,2,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6022,1,1,1,1,1,3,6,5,2,25,10,9,1,4,7,1,4,14,12,1,1,1,2,4,26,2,1,14,2,6,5,3,5,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6023,2,1,1,1,2,4,1,6,3,26,1,10,1,1,8,1,5,15,1,2,2,2,1,5,27,3,1,1,3,7,6,4,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6024,3,1,2,1,3,5,1,7,1,27,1,11,1,1,9,2,6,16,1,3,1,3,1,6,28,4,1,1,4,8,7,5,7,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6025,4,1,1,1,4,1,1,1,1,28,1,1,2,2,10,3,1,17,1,4,1,4,2,1,29,5,1,2,5,9,8,1,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6026,1,1,1,1,1,7,2,9,2,29,2,13,3,3,11,4,1,1,1,5,2,1,3,1,30,6,2,3,1,10,9,1,9,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6027,1,1,2,2,6,1,3,1,3,30,1,14,4,1,12,1,2,1,2,6,3,1,4,2,31,7,1,4,1,11,10,1,10,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6028,2,1,1,3,1,1,1,1,4,31,1,15,5,1,13,1,1,2,3,7,4,2,5,3,32,8,1,5,2,12,11,2,11,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,3,3,1,1,1,2,1,2,1,32,2,16,6,1,14,1,1,3,1,8,5,3,6,4,33,9,1,6,3,13,12,3,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6030,4,4,1,1,2,3,1,1,1,33,3,17,1,1,1,2,1,4,1,1,6,4,7,5,34,10,2,7,4,14,13,1,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6031,5,5,1,2,3,4,2,1,2,1,4,1,1,2,1,1,1,5,2,1,7,5,8,6,35,11,3,8,5,15,1,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
6032,6,6,1,3,1,5,3,2,3,1,5,1,2,3,2,1,2,1,3,1,8,6,9,1,36,1,4,9,6,16,1,1,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0
6033,7,7,2,1,1,1,4,3,4,2,6,2,3,4,1,2,3,1,4,1,9,1,1,1,37,1,1,10,7,17,1,2,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6034,8,1,1,5,2,7,5,4,5,1,7,3,4,5,1,1,1,2,5,1,10,1,1,2,38,2,1,11,8,18,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
6035,9,1,1,6,3,8,6,5,1,1,8,4,1,6,1,1,1,3,6,2,1,2,2,3,39,3,1,12,1,19,2,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6036,10,1,1,1,4,9,1,6,1,1,9,5,1,7,2,1,1,4,7,3,1,3,3,4,40,4,1,13,1,20,3,5,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
6037,11,1,2,1,1,10,1,7,2,1,10,1,2,8,3,1,1,5,8,4,1,4,1,1,1,5,2,14,2,21,4,1,3,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6038,12,1,1,2,6,11,2,1,3,2,1,1,3,1,4,2,1,6,1,5,2,1,1,1,1,6,3,15,3,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
6039,13,1,4,3,7,12,3,9,4,3,12,2,4,1,5,1,1,7,1,6,3,1,2,2,2,7,4,1,4,1,1,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
6040,14,1,5,1,8,13,4,10,5,4,13,3,5,2,1,1,2,8,1,7,4,1,3,3,1,1,5,1,5,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6041,15,3,1,5,9,14,5,11,6,1,14,4,6,3,1,1,3,1,2,8,1,1,4,4,1,1,6,1,6,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6042,16,4,1,6,10,15,6,12,7,1,15,5,7,4,2,1,4,1,3,9,1,2,1,5,2,1,7,1,7,4,1,3,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6043,17,5,1,7,1,16,1,13,8,2,16,1,1,5,3,1,5,2,4,10,2,3,1,6,3,1,8,1,8,5,1,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
6044,18,1,2,8,1,17,8,14,1,1,17,1,1,6,4,1,6,1,5,11,1,4,1,7,4,2,9,2,9,1,1,1,4,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6045,19,1,1,9,2,1,1,15,10,1,18,2,2,1,5,2,7,1,6,1,1,5,2,8,5,3,10,3,10,1,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
6046,20,1,4,10,3,1,1,16,11,1,19,3,1,1,6,3,8,1,7,1,1,6,1,9,6,4,11,4,1,2,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
6047,21,1,5,11,4,2,2,17,12,2,20,4,1,2,7,4,1,1,8,1,2,1,1,10,7,5,12,1,1,3,1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6048,22,1,6,12,1,3,3,18,1,3,21,5,1,3,8,5,1,2,1,1,3,1,2,11,1,6,13,1,1,4,2,1,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,23,1,7,13,6,1,4,19,1,1,22,1,1,4,9,6,1,3,1,1,4,2,3,12,1,7,14,2,1,5,3,1,9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6050,24,1,8,14,7,1,5,20,2,1,23,1,1,5,1,7,1,4,2,1,5,3,4,13,1,8,15,3,2,6,1,2,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6051,25,1,9,15,8,1,1,21,3,2,24,1,2,6,1,8,1,5,3,2,6,4,5,14,1,9,1,4,3,1,1,3,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
6052,26,1,10,16,9,1,1,22,4,3,1,2,3,7,2,9,1,6,4,3,7,5,6,1,2,1,1,5,4,1,2,1,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
6053,1,1,11,17,10,2,2,23,5,4,1,3,4,8,3,10,1,7,5,4,8,6,7,1,3,1,1,1,5,1,1,1,13,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6054,1,3,1,18,1,3,1,24,6,1,1,4,5,9,4,11,1,8,6,5,9,7,8,2,4,2,1,1,6,1,1,2,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
6055,2,4,1,1,1,4,1,25,7,1,2,5,6,10,5,12,2,9,7,6,10,8,9,3,5,3,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
6056,3,5,2,1,1,5,2,26,8,2,1,6,1,11,1,13,3,10,8,7,1,9,1,4,1,4,3,1,1,2,1,4,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6057,4,6,1,1,2,1,3,27,1,3,1,7,1,12,1,14,1,1,9,8,1,10,1,5,1,5,4,2,2,3,1,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6058,1,7,1,1,3,7,4,28,10,4,2,1,2,13,2,15,1,1,10,9,1,1,1,1,1,6,5,3,3,4,1,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6059,1,8,2,2,1,8,5,29,11,1,3,1,3,1,1,1,1,2,11,10,2,1,1,1,1,7,1,4,1,5,2,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6060,2,9,1,3,1,9,6,30,12,1,4,2,4,15,1,17,1,3,1,11,3,2,1,2,2,8,1,5,1,1,3,1,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6061,3,10,4,1,1,10,1,31,13,2,5,3,1,16,1,18,1,4,1,12,4,3,1,3,1,9,2,6,2,1,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
6062,4,11,5,5,1,11,8,32,14,3,6,4,1,17,2,19,1,1,1,13,5,1,1,1,1,1,3,7,3,1,5,2,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
6063,5,12,6,1,1,12,9,33,15,4,7,5,2,18,1,20,2,1,2,14,1,1,1,1,2,1,4,8,4,1,6,3,8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
6064,6,13,1,1,1,13,10,34,16,5,8,1,3,1,1,21,3,2,3,15,1,2,1,1,3,2,5,1,5,2,7,4,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
6065,7,14,1,1,2,14,11,1,17,6,9,1,4,1,2,22,1,3,4,16,1,3,2,1,4,3,6,1,1,1,8,5,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6066,8,15,2,1,3,1,12,1,18,7,1,2,5,2,3,23,1,1,5,17,2,4,3,2,5,4,7,1,1,1,9,6,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6067,9,16,1,2,4,1,1,1,19,8,1,3,6,3,4,1,1,1,6,18,3,5,4,1,6,5,8,2,2,1,10,7,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6068,10,17,1,3,1,2,1,1,20,1,1,4,7,1,5,1,1,2,7,19,4,6,5,1,7,6,9,3,3,1,11,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
6069,11,18,1,1,1,3,1,2,21,1,2,5,8,1,6,1,2,3,8,1,5,1,6,2,8,7,10,4,1,1,12,9,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6070,12,1,1,5,1,4,2,3,22,2,1,6,1,2,7,1,3,4,9,1,6,1,7,3,9,8,1,5,1,1,13,10,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6071,13,1,1,6,1,5,3,4,23,3,1,1,1,3,8,2,4,5,1,1,7,2,8,4,10,9,1,6,1,2,1,11,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6072,14,1,1,7,1,1,4,5,24,4,1,1,2,4,9,3,5,6,1,1,1,3,9,1,11,10,2,7,1,3,1,12,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6073,15,1,1,8,1,7,5,6,25,5,2,2,1,5,10,1,6,1,2,1,1,4,10,1,12,11,1,8,1,4,2,13,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6074,1,1,1,9,1,8,6,7,26,6,3,3,1,6,1,1,7,1,1,2,2,5,11,2,1,12,1,9,1,5,3,14,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
6075,1,3,1,10,2,9,1,1,27,1,4,4,2,7,1,2,8,2,1,3,1,1,1,3,1,13,2,10,2,6,4,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6076,2,4,2,1,3,10,8,9,28,1,5,5,3,8,2,3,1,3,2,4,1,1,1,4,1,14,3,11,1,7,5,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6077,3,5,1,1,4,11,9,1,1,1,6,1,1,9,3,4,1,4,1,5,1,2,2,5,2,15,4,12,1,8,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6078,4,6,1,2,1,12,10,1,1,2,7,1,1,10,4,5,1,5,1,6,2,1,3,6,3,16,5,13,2,9,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6079,5,7,1,3,1,1,11,2,2,3,1,2,1,11,5,6,1,6,2,1,3,1,4,7,4,17,6,14,3,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6080,6,8,2,1,2,1,12,3,3,4,1,3,1,12,1,7,1,7,3,1,4,1,5,8,5,1,7,15,1,11,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
6081,7,9,1,5,3,2,13,4,4,5,2,4,2,1,1,1,1,1,4,1,1,1,6,9,6,1,8,16,1,12,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6082,8,10,1,6,4,3,14,5,5,6,3,5,1,1,1,1,2,1,5,2,1,1,1,10,7,2,9,1,1,13,4,1,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6083,9,11,1,7,1,4,1,6,1,7,4,6,1,2,1,2,3,1,1,3,2,2,1,11,8,1,10,1,1,14,5,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6084,1,12,2,8,6,5,1,7,1,8,5,1,2,3,2,3,1,1,1,4,1,3,2,12,1,1,11,1,1,15,6,3,6,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
